ats_id,year,offers_hosted_pool,subscriber_opt_out_capability,internal_trading_allowed,affiliate_access_to_ats,routing_to_affiliate_venue,segmentation_supported,segmentation_customer_flag,segmentation_disclosed,segmentation_uniform,market_data_feed_available,display_to_persons,display_procedures_uniform,supports_iois,custom_order_types,ecn_status,order_type_complexity,trading_access_summary,data_segmentation_practices,custom_order_types_list,unrecognised_custom_orders
MSPL,2022,0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1,1.0,0.0,1.0,0,0.0,2,ATS operator’s business units can trade on the ATS. Affiliates can also send orders into the ATS. ATS cannot route orders to affiliated venues.,"ATS 6 accepts orders and conditional indications only from or on behalf of the categories of Participants described in response to Part III, Item 2(b), namely (i) registered broker-dealers on behalf of retail customers; (ii) eligible institutional customers of the Broker-Dealer Operator and its affiliates, including institutional customers who are SEC registered investment advisers, pension funds,…","AGENCY, III., IOC, IV., MATCHES, MIXED-LOT, ODD-LOT, POST-ONLY, PRINCIPAL, ROUTE, SINGLE, SLIDING, SMART, WITH, conditional, post_only","III., SINGLE, MATCHES, POST-ONLY, SLIDING, ROUTE, IOC, IV., WITH, SMART, ODD-LOT, AGENCY, PRINCIPAL, MIXED-LOT"
MSPL,2023,0,1.0,1.0,1.0,0.0,0.0,1.0,,,1,1.0,1.0,1.0,0,0.0,3,ATS operator’s business units can trade on the ATS. Affiliates can also send orders into the ATS. ATS cannot route orders to affiliated venues.,No narrative provided,"ATS-1., III., IV., OPERATOR, POST-ONLY, SINGLE, SLIDING, conditional, post_only, vwap","OPERATOR, III., SINGLE, POST-ONLY, SLIDING, IV., ATS-1."
MSPL,2024,0,1.0,1.0,1.0,0.0,0.0,1.0,,,1,1.0,1.0,1.0,0,0.0,3,ATS operator’s business units can trade on the ATS. Affiliates can also send orders into the ATS. ATS cannot route orders to affiliated venues.,No narrative provided,"ATS-1., III., IV., OCCUR.., OPERATOR, POST-ONLY, SINGLE, SLIDING, conditional, post_only, vwap","OPERATOR, III., SINGLE, POST-ONLY, SLIDING, IV., OCCUR.., ATS-1."
MSPL,2025,0,1.0,1.0,1.0,0.0,0.0,1.0,,,1,1.0,1.0,1.0,0,0.0,3,ATS operator’s business units can trade on the ATS. Affiliates can also send orders into the ATS. ATS cannot route orders to affiliated venues.,No narrative provided,"ATS-1., III., IV., OCCUR.., OPERATOR, POST-ONLY, SINGLE, SLIDING, conditional, post_only, vwap","OPERATOR, III., SINGLE, POST-ONLY, SLIDING, IV., OCCUR.., ATS-1."
MSTX,2020,0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1,1.0,0.0,1.0,0,0.0,2,ATS operator’s business units can trade on the ATS. Affiliates can also send orders into the ATS. ATS cannot route orders to affiliated venues.,"ATS 6 accepts orders and conditional indications only from or on behalf of the categories of Participants described in response to Part III, Item 2(b), namely (i) registered broker-dealers on behalf of retail customers; (ii) eligible institutional customers of the Broker-Dealer Operator and its affiliates, including institutional customers who are SEC registered investment advisers, pension funds,…","AGENCY, III., IOC, IV., MATCHES, MIXED-LOT, ODD-LOT, POST-ONLY, PRINCIPAL, ROUTE, SINGLE, SLIDING, SMART, WITH, conditional, post_only","III., SINGLE, MATCHES, POST-ONLY, SLIDING, ROUTE, IOC, IV., WITH, SMART, ODD-LOT, AGENCY, PRINCIPAL, MIXED-LOT"
MSTX,2021,0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1,1.0,0.0,0.0,0,0.0,1,ATS operator’s business units can trade on the ATS. Affiliates can also send orders into the ATS. ATS cannot route orders to affiliated venues.,"The Broker-Dealer Operator can classify a Participant in ATS-4 as a professional trader based on the nature and frequency of that Participant's activities (or, for a new Participant, its anticipated activities) in ATS-4. The Broker-Dealer Operator evaluates the nature and frequency of a Participant's activities based upon average daily message count and number of shares executed per order. Such cl…","AGENCY, ALL, BECAUSE, DETERMINING, EXEMPT, FULL, III., IOC, IV., POST-ONLY, PRINCIPAL, ROUTE, SINGLE, SLIDING, SMART, WERE, post_only","III., SINGLE, BECAUSE, ALL, DETERMINING, POST-ONLY, SLIDING, ROUTE, IOC, IV., FULL, SMART, AGENCY, PRINCIPAL, EXEMPT, WERE"
MSTX,2022,0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1,1.0,0.0,1.0,0,0.0,2,ATS operator’s business units can trade on the ATS. Affiliates can also send orders into the ATS. ATS cannot route orders to affiliated venues.,"ATS 6 accepts orders and conditional indications only from or on behalf of the categories of Participants described in response to Part III, Item 2(b), namely (i) registered broker-dealers on behalf of retail customers; (ii) eligible institutional customers of the Broker-Dealer Operator and its affiliates, including institutional customers who are SEC registered investment advisers, pension funds,…","AGENCY, III., IOC, IV., MATCHES, MIXED-LOT, ODD-LOT, POST-ONLY, PRINCIPAL, ROUTE, SINGLE, SLIDING, SMART, WITH, conditional, post_only","III., SINGLE, MATCHES, POST-ONLY, SLIDING, ROUTE, IOC, IV., WITH, SMART, ODD-LOT, AGENCY, PRINCIPAL, MIXED-LOT"
MSTX,2023,0,1.0,1.0,1.0,0.0,0.0,1.0,,,1,1.0,1.0,1.0,0,0.0,3,ATS operator’s business units can trade on the ATS. Affiliates can also send orders into the ATS. ATS cannot route orders to affiliated venues.,No narrative provided,"ATS-1., III., IV., OPERATOR, POST-ONLY, SINGLE, SLIDING, conditional, post_only, vwap","OPERATOR, III., SINGLE, POST-ONLY, SLIDING, IV., ATS-1."
MSTX,2024,0,1.0,1.0,1.0,0.0,0.0,1.0,,,1,1.0,1.0,1.0,0,0.0,3,ATS operator’s business units can trade on the ATS. Affiliates can also send orders into the ATS. ATS cannot route orders to affiliated venues.,No narrative provided,"ATS-1., III., IV., OCCUR.., OPERATOR, POST-ONLY, SINGLE, SLIDING, conditional, post_only, vwap","OPERATOR, III., SINGLE, POST-ONLY, SLIDING, IV., OCCUR.., ATS-1."
MSTX,2025,0,1.0,1.0,1.0,0.0,0.0,1.0,,,1,1.0,1.0,1.0,0,0.0,3,ATS operator’s business units can trade on the ATS. Affiliates can also send orders into the ATS. ATS cannot route orders to affiliated venues.,No narrative provided,"ATS-1., III., IV., OCCUR.., OPERATOR, POST-ONLY, SINGLE, SLIDING, conditional, post_only, vwap","OPERATOR, III., SINGLE, POST-ONLY, SLIDING, IV., OCCUR.., ATS-1."
PURE,2021,0,0.0,0.0,0.0,0.0,0.0,0.0,,,1,1.0,1.0,1.0,1,0.0,2,ATS operator’s business units are not allowed to trade on the ATS. Affiliates are not allowed to send orders into the ATS. ATS cannot route orders to affiliated venues.,No narrative provided,"ADDITIONAL, AFTER, ALL, ANY, ATS, BECAUSE, BOTH, CONTRA, CUSTOM, DECREMENTED, ENTIRE, EXECUTE, EXECUTES, FIVE, HOW, III., INCOMING, IV., LTR., MATCHED, NON-CUSTOM, NON-LS, ONCE, ONE, OVER, POST-ONLY, PRINCIPLES., PRIORITY, RATE-BASED, SAME, SHARES., SIMULTANEOUSLY., SINCE, SLIDING, SOK, STANDARDIZED, THAN, THAT, THIS, TIF, TRADES., TWO, TYPE., WITH, conditional, post_only","TWO, FIVE, STANDARDIZED, TRADES., SINCE, RATE-BASED, ONCE, INCOMING, WITH, THAN, CONTRA, EXECUTE, AFTER, HOW, IV., ONE, SOK, PRINCIPLES., EXECUTES, OVER, SAME, ATS, BECAUSE, SLIDING, MATCHED, NON-CUSTOM, ANY, PRIORITY, SHARES., NON-LS, THIS, BOTH, III., TIF, SIMULTANEOUSLY., DECREMENTED, ALL, POST-ONLY, LTR., THAT, ADDITIONAL, ENTIRE, CUSTOM, TYPE."
PURE,2022,0,0.0,0.0,0.0,0.0,0.0,0.0,,,1,1.0,1.0,1.0,1,0.0,2,ATS operator’s business units are not allowed to trade on the ATS. Affiliates are not allowed to send orders into the ATS. ATS cannot route orders to affiliated venues.,No narrative provided,"ADDITIONAL, ALL, ANY, ASSUMES, ATS, BECAUSE, BLOCK, BOTH, COMPATIBLE, CUSTOM, DECREMENTED, ENTIRE, HOW, III., INTRA-, ITS, IV., LIKE, LTR., MATCH, MATCHED, ONCE, ONE, OVER, POST-ONLY, PRINCIPLES., RANK, REFERENCE-ON-CLOSE, RELEVANT, ROC, SAME, SEEKING, SINCE, SLIDING, SUBSCRIBER, THAN, THAT, THIS, TWO, TYPE., WITH, conditional, post_only","SUBSCRIBER, ITS, TWO, LIKE, SINCE, ONCE, WITH, THAN, ROC, REFERENCE-ON-CLOSE, HOW, IV., ONE, RANK, PRINCIPLES., OVER, SAME, ATS, BECAUSE, SLIDING, MATCHED, ANY, BLOCK, ASSUMES, THIS, INTRA-, SEEKING, COMPATIBLE, BOTH, III., THAT, DECREMENTED, ALL, POST-ONLY, LTR., ADDITIONAL, RELEVANT, ENTIRE, CUSTOM, MATCH, TYPE."
PURE,2023,0,0.0,0.0,0.0,0.0,0.0,0.0,,,1,1.0,1.0,1.0,1,0.0,2,ATS operator’s business units are not allowed to trade on the ATS. Affiliates are not allowed to send orders into the ATS. ATS cannot route orders to affiliated venues.,No narrative provided,"ADDITIONAL, ALL, ANY, ASSUMES, ATS, ATS-N., BECAUSE, BLOCK, BOTH, COMPATIBLE, CUSTOM, DECREMENTED, HOW, III., INTRA-, ITS, IV., LIKE, LTR., MATCH, MATCHED, ONCE, ONE, OVER, POST-ONLY, RANK, REFERENCE-ON-CLOSE, RELEVANT, ROC, SAME, SEEKING, SINCE, SLIDING, SUBSCRIBER, THAN, THAT, THIS, TIME, TWO, TYPE., WITH, conditional, post_only","SUBSCRIBER, ITS, TWO, LIKE, SINCE, ONCE, WITH, THAN, ROC, REFERENCE-ON-CLOSE, HOW, IV., ONE, RANK, OVER, SAME, ATS, BECAUSE, SLIDING, MATCHED, ANY, BLOCK, ASSUMES, ATS-N., THIS, INTRA-, SEEKING, COMPATIBLE, BOTH, III., THAT, DECREMENTED, ALL, POST-ONLY, LTR., ADDITIONAL, RELEVANT, TIME, CUSTOM, MATCH, TYPE."
PURE,2024,0,0.0,0.0,0.0,0.0,0.0,0.0,,,1,1.0,1.0,1.0,1,0.0,2,ATS operator’s business units are not allowed to trade on the ATS. Affiliates are not allowed to send orders into the ATS. ATS cannot route orders to affiliated venues.,No narrative provided,"ADDITIONAL, ALL, ANY, ASSUMES, ATS, ATS-N., BECAUSE, BLOCK, BOTH, COMPATIBLE, CUSTOM, DECREMENTED, HOW, III., INTRA-, ITS, IV., LIKE, LTR., MATCH, MATCHED, ONCE, ONE, OVER, POST-ONLY, RANK, REFERENCE-ON-CLOSE, RELEVANT, ROC, SAME, SEEKING, SINCE, SLIDING, SUBSCRIBER, THAN, THAT, THIS, TIME, TWO, TYPE., WITH, conditional, post_only","SUBSCRIBER, ITS, TWO, LIKE, SINCE, ONCE, WITH, THAN, ROC, REFERENCE-ON-CLOSE, HOW, IV., ONE, RANK, OVER, SAME, ATS, BECAUSE, SLIDING, MATCHED, ANY, BLOCK, ASSUMES, ATS-N., THIS, INTRA-, SEEKING, COMPATIBLE, BOTH, III., THAT, DECREMENTED, ALL, POST-ONLY, LTR., ADDITIONAL, RELEVANT, TIME, CUSTOM, MATCH, TYPE."
SGMT,2020,0,,,,,,,,,0,,,,0,,0,,No narrative provided,,None
SGMT,2021,0,,,,,,,,,0,,,,0,,0,,No narrative provided,,None
SGMT,2022,0,,,,,,,,,0,,,,0,,0,,No narrative provided,,None
SGMT,2023,0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1,0.0,5,ATS operator’s business units can trade on the ATS. Affiliates can also send orders into the ATS. ATS cannot route orders to affiliated venues.,"As described below, for Firm orders only, on either an order-by-order or Participant-level basis (by MPID or assigned GSID, as applicable), through a framework called Counterparty Classification, Sigma X2 offers Participants the ability to restrict the interaction of their liquidity-providing orders with specified categories of liquidity-taking orders. These categories are referred to as Taker Cat…","ALL, CANCEL, III., IOC, IV., LIQUIDITY-TAKING, MID, NECESSARY., POST-ONLY, SLIDING, conditional, conditional, market_peg, midpoint, midpoint, post_only, primary_peg","LIQUIDITY-TAKING, III., NECESSARY., ALL, POST-ONLY, SLIDING, IOC, IV., CANCEL, MID"
SGMT,2024,0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1,0.0,5,ATS operator’s business units can trade on the ATS. Affiliates can also send orders into the ATS. ATS cannot route orders to affiliated venues.,"As described below, for Firm orders only, on either an order-by-order or Participant-level basis (by MPID or assigned GSID, as applicable), through a framework called Counterparty Classification, Sigma X2 offers Participants the ability to restrict the interaction of their liquidity-providing orders with specified categories of liquidity-taking orders. These categories are referred to as Taker Cat…","ALL, CANCEL, III., IOC, IV., LIQUIDITY-TAKING, MID, NECESSARY., POST-ONLY, SLIDING, conditional, conditional, market_peg, midpoint, midpoint, post_only, primary_peg","LIQUIDITY-TAKING, III., NECESSARY., ALL, POST-ONLY, SLIDING, IOC, IV., CANCEL, MID"
SGMT,2025,0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1,0.0,5,ATS operator’s business units can trade on the ATS. Affiliates can also send orders into the ATS. ATS cannot route orders to affiliated venues.,"As described below, for Firm orders only, on either an order-by-order or Participant-level basis (by MPID or assigned GSID, as applicable), through a framework called Counterparty Classification, Sigma X2 offers Participants the ability to restrict the interaction of their liquidity-providing orders with specified categories of liquidity-taking orders. These categories are referred to as Taker Cat…","ALL, CANCEL, III., IOC, IV., LIQUIDITY-TAKING, MID, NECESSARY., POST-ONLY, SLIDING, conditional, conditional, market_peg, midpoint, midpoint, post_only, primary_peg","LIQUIDITY-TAKING, III., NECESSARY., ALL, POST-ONLY, SLIDING, IOC, IV., CANCEL, MID"
UBSA,2020,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1,1.0,1.0,1.0,1,0.0,2,ATS operator’s business units can trade on the ATS. Affiliates can also send orders into the ATS. ATS cannot route orders to affiliated venues.,UBS ATS segments incoming order flow into one of five Source Categories (named Source Category 1 through 5). Source Categories are used by the UBS ATS when applying certain crossing restrictions. Grading Eligibility --  Orders not received from the UBS SOR are eligible for grading. --  Orders received from the UBS SOR are not eligible for grading. Qualitative Attributes for Source Categories 1 and…,"ACCEPTS, ARE, CIS, DETERMINING, III., IOC, IV., MATCH, MIDPEG, MIDPOINT, MODIFIED, NBBO., POST-ONLY, PRIORITY, RECEIVED, REMAINING, ROUTE, SLIDING, SUPPORTS, TWO, WHEREAS, limit, market_peg, post_only","TWO, REMAINING, MIDPOINT, IOC, ACCEPTS, NBBO., RECEIVED, ROUTE, IV., SLIDING, PRIORITY, MODIFIED, ARE, WHEREAS, III., POST-ONLY, MIDPEG, CIS, DETERMINING, SUPPORTS, MATCH"
UBSA,2021,0,,,,,,,,,0,,,,0,,0,,No narrative provided,,None
UBSA,2022,0,,,,,,,,,0,,,,0,,0,,No narrative provided,,None
UBSA,2023,0,,,,,,,,,0,,,,0,,0,,No narrative provided,,None
UBSA,2024,0,,,,,,,,,0,,,,0,,0,,No narrative provided,,None
UBSA,2025,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1,1.0,1.0,1.0,1,0.0,2,ATS operator’s business units can trade on the ATS. Affiliates can also send orders into the ATS. ATS cannot route orders to affiliated venues.,UBS ATS segments incoming order flow into one of five Source Categories (named Source Category 1 through 5). Source Categories are used by the UBS ATS when applying certain crossing restrictions. Grading Eligibility --  Orders not received from the UBS SOR are eligible for grading. --  Orders received from the UBS SOR are not eligible for grading. Qualitative Attributes for Source Categories 1 and…,"ACCEPTS, ARE, CIS, DETERMINING, III., IOC, IV., MATCH, MIDPEG, MIDPOINT, MODIFIED, NBBO., POST-ONLY, PRIORITY, RECEIVED, REMAINING, ROUTE, SLIDING, SUPPORTS, TWO, WHEREAS, limit, market_peg, post_only","TWO, REMAINING, MIDPOINT, IOC, ACCEPTS, NBBO., RECEIVED, ROUTE, IV., SLIDING, PRIORITY, MODIFIED, ARE, WHEREAS, III., POST-ONLY, MIDPEG, CIS, DETERMINING, SUPPORTS, MATCH"
XSTM,2021,0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1,1.0,1.0,1.0,1,0.0,2,ATS operator’s business units can trade on the ATS. Affiliates can also send orders into the ATS. ATS cannot route orders to affiliated venues.,"The Firm provides certain default Counterparty Groups (""Default Counterparty Groups""), including: Orders submitted to the ATS only by NFS' primary automated routing system, FBSI (or any successor system) (""Channel SOR Orders""). Orders submitted by non-NFS broker-dealers who are subscribers to the system (includes orders marked as ""agent"" or ""principal"") (""Broker-Dealer Subscribers""). NFS orders ma…","20.01., 20.02., ACCEPTS, ALL, ALO, ANY, ARE, ATS, ATS., BOTH, COMPETING, CROSS, DISCRETIONARY, DISPLAY, EFFECT., ELIGIBLE, FIRM-UP, GIVEN, III., INCOMING, IOC, IV., LIQUIDITY., MORE, NBBO., NFS, ONLY, ORDER., PEG, POST-ONLY, PRICED, PRIORITIZES, PWAP., SELL., SIDE, SLIDING, THAT, THEN, TWO, UNPRICED, WHERE, conditional, conditional, limit, post_only, post_only, post_only","EFFECT., TWO, ONLY, 20.02., PRICED, IOC, INCOMING, 20.01., UNPRICED, ACCEPTS, DISCRETIONARY, ORDER., NBBO., ATS., SELL., MORE, NFS, PRIORITIZES, IV., THEN, COMPETING, PEG, ATS, WHERE, LIQUIDITY., SLIDING, ANY, BOTH, FIRM-UP, SIDE, DISPLAY, III., GIVEN, THAT, ALL, POST-ONLY, ELIGIBLE, PWAP., ALO, CROSS, ARE"
XSTM,2022,0,,,,,,,,,0,,,,0,,0,,No narrative provided,,None
XSTM,2023,0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1,1.0,1.0,1.0,1,0.0,2,ATS operator’s business units can trade on the ATS. Affiliates can also send orders into the ATS. ATS cannot route orders to affiliated venues.,"The Firm provides certain default Counterparty Groups (""Default Counterparty Groups""), including: Orders submitted to the ATS only by NFS' primary automated routing system, FBSI (or any successor system) (""Channel SOR Orders""). Orders submitted by non-NFS broker-dealers who are subscribers to the system (includes orders marked as ""agent"" or ""principal"") (""Broker-Dealer Subscribers""). NFS orders ma…","20.01., 20.02., ACCEPTS, ALL, ALO, ANY, ARE, ATS, ATS., BOTH, COMPETING, CROSS, DISCRETIONARY, DISPLAY, EFFECT., ELIGIBLE, FIRM-UP, GIVEN, III., INCOMING, IOC, IV., LIQUIDITY., MORE, NBBO., NFS, ONLY, ORDER., PEG, POST-ONLY, PRICED, PRIORITIZES, PWAP., SELL., SIDE, SLIDING, THAT, THEN, TWO, UNPRICED, WHERE, conditional, conditional, limit, post_only, post_only, post_only","EFFECT., TWO, ONLY, 20.02., PRICED, IOC, INCOMING, 20.01., UNPRICED, ACCEPTS, DISCRETIONARY, ORDER., NBBO., ATS., SELL., MORE, NFS, PRIORITIZES, IV., THEN, COMPETING, PEG, ATS, WHERE, LIQUIDITY., SLIDING, ANY, BOTH, FIRM-UP, SIDE, DISPLAY, III., GIVEN, THAT, ALL, POST-ONLY, ELIGIBLE, PWAP., ALO, CROSS, ARE"
XSTM,2024,0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1,1.0,1.0,1.0,1,0.0,2,ATS operator’s business units can trade on the ATS. Affiliates can also send orders into the ATS. ATS cannot route orders to affiliated venues.,"The Firm provides certain default Counterparty Groups (""Default Counterparty Groups""), including: Orders submitted to the ATS only by NFS' primary automated routing system, FBSI (or any successor system) (""Channel SOR Orders""). Orders submitted by non-NFS broker-dealers who are subscribers to the system (includes orders marked as ""agent"" or ""principal"") (""Broker-Dealer Subscribers""). NFS orders ma…","20.01., 20.02., ACCEPTS, ALL, ALO, ANY, ARE, ATS, ATS., BOTH, COMPETING, CROSS, DISCRETIONARY, DISPLAY, EFFECT., ELIGIBLE, FIRM-UP, GIVEN, III., INCOMING, IOC, IV., LIQUIDITY., MORE, NBBO., NFS, ONLY, ORDER., PEG, POST-ONLY, PRICED, PRIORITIZES, PWAP., SELL., SIDE, SLIDING, THAT, THEN, TWO, UNPRICED, WHERE, conditional, conditional, limit, post_only, post_only, post_only","EFFECT., TWO, ONLY, 20.02., PRICED, IOC, INCOMING, 20.01., UNPRICED, ACCEPTS, DISCRETIONARY, ORDER., NBBO., ATS., SELL., MORE, NFS, PRIORITIZES, IV., THEN, COMPETING, PEG, ATS, WHERE, LIQUIDITY., SLIDING, ANY, BOTH, FIRM-UP, SIDE, DISPLAY, III., GIVEN, THAT, ALL, POST-ONLY, ELIGIBLE, PWAP., ALO, CROSS, ARE"
